# This file is generated by MACS version 2.1.0.20150420,,,,,,,,,
# Command line: callpeak -t /group/mcnerney-lab/imgruet/MI014/trimmed/2remdup/R3.q30.fixed.dedup.bam -c /group/mcnerney-lab/imgruet/MI014/trimmed/2remdup/C3.q30.fixed.dedup.bam -f BAMPE -g mm -n Gran_KDctrl -q 0.05 --outdir /group/mcnerney-lab/imgruet/MI014/trimmed/2remdup/peaks -B,,,,,,,,,
# ARGUMENTS LIST:,,,,,,,,,
# name = Gran_KDctrl,,,,,,,,,
# format = BAMPE,,,,,,,,,
# ChIP-seq file = ['/group/mcnerney-lab/imgruet/MI014/trimmed/2remdup/R3.q30.fixed.dedup.bam'],,,,,,,,,
# control file = ['/group/mcnerney-lab/imgruet/MI014/trimmed/2remdup/C3.q30.fixed.dedup.bam'],,,,,,,,,
# effective genome size = 1.87e+09,,,,,,,,,
# band width = 300,,,,,,,,,
"# model fold = [5, 50]",,,,,,,,,
# qvalue cutoff = 5.00e-02,,,,,,,,,
# Larger dataset will be scaled towards smaller dataset.,,,,,,,,,
# Range for calculating regional lambda is: 1000 bps and 10000 bps,,,,,,,,,
# Broad region calling is off,,,,,,,,,
,,,,,,,,,
# fragment size is determined as 239 bps,,,,,,,,,
# total fragments in treatment: 14924358,,,,,,,,,
# fragments after filtering in treatment: 14173386,,,,,,,,,
# maximum duplicate fragments in treatment = 1,,,,,,,,,
# Redundant rate in treatment: 0.05,,,,,,,,,
# total fragments in control: 12259787,,,,,,,,,
# fragments after filtering in control: 11695760,,,,,,,,,
# maximum duplicate fragments in control = 1,,,,,,,,,
# Redundant rate in control: 0.05,,,,,,,,,
# d = 239,,,,,,,,,
chr,start,end,length,abs_summit,pileup,#NAME?,fold_enrichment,#NAME?,name
chr1,10029769,10030250,482,10029856,198,19.94665,2.07013,16.62052,Gran_KDctrl_peak_27
chr1,10221746,10223209,1464,10223098,203,19.55173,2.03246,16.23986,Gran_KDctrl_peak_28
chr1,10245026,10245702,677,10245351,16,9.29412,5.12505,6.44692,Gran_KDctrl_peak_29
chr1,10258548,10258996,449,10258608,24,8.14793,3.54148,5.37342,Gran_KDctrl_peak_30
chr1,10305072,10305449,378,10305198,28,9.84272,3.78337,6.96442,Gran_KDctrl_peak_31
chr1,10315258,10316106,849,10316031,59,9.16052,2.37748,6.32261,Gran_KDctrl_peak_32
chr1,13326021,13326652,632,13326263,22,5.0482,2.59098,2.51658,Gran_KDctrl_peak_33
chr1,13362616,13364736,2121,13362941,282,59.32055,3.14199,54.95444,Gran_KDctrl_peak_34
chr1,13416433,13417250,818,13416717,48,10.24373,2.82261,7.34183,Gran_KDctrl_peak_35
chr1,13549586,13550426,841,13550053,20,13.7509,6.74114,10.67229,Gran_KDctrl_peak_36
chr1,13579288,13580115,828,13579953,169,22.44769,2.34487,19.03474,Gran_KDctrl_peak_37
chr1,13642473,13643245,773,13642476,16,5.61071,3.24338,3.03023,Gran_KDctrl_peak_38
chr1,13649735,13650738,1004,13650671,163,10.01866,1.70603,7.12924,Gran_KDctrl_peak_39
chr1,13761518,13762408,891,13762359,17,3.69043,2.3483,1.31061,Gran_KDctrl_peak_40
chr1,13830002,13830332,331,13830294,23,8.37563,3.71904,5.58584,Gran_KDctrl_peak_41
chr1,13970289,13970582,294,13970511,41,6.27301,2.26151,3.63625,Gran_KDctrl_peak_42
chr1,14183358,14183761,404,14183402,11,5.61873,3.85208,3.03523,Gran_KDctrl_peak_43
chr1,14586258,14586516,259,14586259,43,3.70882,1.74349,1.32591,Gran_KDctrl_peak_44
chr1,15795667,15796342,676,15795729,203,15.24329,1.84329,12.10045,Gran_KDctrl_peak_45
chr1,16094270,16095909,1640,16094778,217,34.58151,2.61375,30.80418,Gran_KDctrl_peak_46
chr1,16151674,16152003,330,16151955,46,6.72305,2.23859,4.0494,Gran_KDctrl_peak_47
chr1,16218490,16218815,326,16218490,67,3.74329,1.5663,1.35552,Gran_KDctrl_peak_48
chr1,16250136,16250892,757,16250806,22,7.72718,3.56408,4.98093,Gran_KDctrl_peak_49
chr1,16508874,16509503,630,16509282,44,4.7538,1.92151,2.25417,Gran_KDctrl_peak_50
chr1,16608048,16609504,1457,16609431,183,10.58312,1.68098,7.66192,Gran_KDctrl_peak_51
chr1,16646680,16647278,599,16647185,269,15.195,1.69013,12.05384,Gran_KDctrl_peak_52
chr1,16655268,16655524,257,16655306,47,5.74078,2.04961,3.14881,Gran_KDctrl_peak_53
chr1,16678236,16679042,807,16678518,131,26.37656,2.9579,22.83721,Gran_KDctrl_peak_54
chr1,16736760,16737545,786,16737537,47,4.61445,1.85739,2.12899,Gran_KDctrl_peak_55
chr1,16788005,16788564,560,16788551,92,6.26216,1.71205,3.62594,Gran_KDctrl_peak_56
chr1,17424024,17424393,370,17424356,12,4.74816,3.22613,2.24948,Gran_KDctrl_peak_57
chr1,17441413,17442017,605,17441700,35,10.13506,3.36615,7.2382,Gran_KDctrl_peak_58
chr1,17597991,17598642,652,17598214,56,11.4623,2.79557,8.49457,Gran_KDctrl_peak_59
chr1,20810222,20810534,313,20810464,137,10.49717,1.82713,7.58092,Gran_KDctrl_peak_60
chr1,20880584,20881201,618,20880630,85,13.27594,2.46196,10.21977,Gran_KDctrl_peak_61
chr1,21208658,21208910,253,21208696,81,14.16521,2.62014,11.06843,Gran_KDctrl_peak_62
chr1,21819875,21820479,605,21820394,38,8.59084,2.84167,5.78772,Gran_KDctrl_peak_63
chr1,21846202,21846449,248,21846420,9,4.13402,3.21007,1.69812,Gran_KDctrl_peak_64
chr1,21951064,21951615,552,21951484,38,5.85344,2.24656,3.2502,Gran_KDctrl_peak_65
chr1,23262958,23263495,538,23263029,128,4.25318,1.42265,1.80456,Gran_KDctrl_peak_66
chr1,23352535,23352889,355,23352642,17,8.38246,4.46695,5.59194,Gran_KDctrl_peak_67
chr1,23386901,23387466,566,23387159,103,13.47475,2.26886,10.40866,Gran_KDctrl_peak_68
chr1,23388944,23390302,1359,23390194,508,33.44916,1.80016,29.7027,Gran_KDctrl_peak_69
chr1,23928525,23929227,703,23929153,148,8.5504,1.66547,5.74977,Gran_KDctrl_peak_70
chr1,24012084,24012504,421,24012495,75,10.12251,2.25388,7.22671,Gran_KDctrl_peak_71
chr1,24685360,24686044,685,24685496,265,6.68437,1.38203,4.01378,Gran_KDctrl_peak_72
chr1,24743055,24743770,716,24743250,35,11.71493,3.79632,8.73405,Gran_KDctrl_peak_73
chr1,30929097,30930826,1730,30930762,172,15.40613,1.96029,12.25576,Gran_KDctrl_peak_74
chr1,30977814,30978325,512,30977868,96,9.24852,1.96064,6.40409,Gran_KDctrl_peak_75
chr1,30986919,30987903,985,30987208,54,6.27888,2.03293,3.64181,Gran_KDctrl_peak_76
chr1,31005570,31007016,1447,31006660,563,32.89565,1.73449,29.16486,Gran_KDctrl_peak_77
chr1,33559302,33560548,1247,33559892,53,12.17579,3.00572,9.17148,Gran_KDctrl_peak_78
chr1,33726450,33727291,842,33726860,115,33.98696,3.9284,30.22644,Gran_KDctrl_peak_79
chr1,33795355,33796363,1009,33795778,73,12.04816,2.51033,9.05078,Gran_KDctrl_peak_80
chr1,33870627,33871424,798,33871329,129,10.85751,1.88781,7.92131,Gran_KDctrl_peak_81
chr1,33964662,33964934,273,33964893,35,4.73244,2.07375,2.2361,Gran_KDctrl_peak_82
chr1,34068072,34068365,294,34068137,35,8.80066,3.02354,5.98425,Gran_KDctrl_peak_83
chr1,34490942,34491719,778,34491719,44,3.98732,1.78311,1.57446,Gran_KDctrl_peak_84
chr1,34496258,34496739,482,34496552,398,67.20178,2.74777,62.66891,Gran_KDctrl_peak_85
chr1,34516291,34517144,854,34516751,72,22.36078,3.94113,18.95072,Gran_KDctrl_peak_86
chr1,34529511,34530311,801,34529608,127,28.33111,3.16951,24.73212,Gran_KDctrl_peak_87
chr1,34858233,34859357,1125,34858535,66,12.13846,2.65485,9.13598,Gran_KDctrl_peak_88
chr1,34895927,34896272,346,34896259,26,4.96858,2.38925,2.44702,Gran_KDctrl_peak_89
chr1,34899567,34899934,368,34899853,154,23.50808,2.51656,20.0597,Gran_KDctrl_peak_90
chr1,34906392,34907031,640,34906768,44,7.4868,2.42304,4.75878,Gran_KDctrl_peak_91
chr1,34915459,34915765,307,34915679,36,13.29425,4.16809,10.23687,Gran_KDctrl_peak_92
chr1,36125091,36125471,381,36125162,159,10.84134,1.76452,7.90634,Gran_KDctrl_peak_93
chr1,36191043,36191676,634,36191604,21,4.57416,2.47833,2.09211,Gran_KDctrl_peak_94
chr1,36287739,36288363,625,36287904,24,6.04869,2.81628,3.42966,Gran_KDctrl_peak_95
chr1,36300939,36301439,501,36301158,94,5.23614,1.60559,2.68807,Gran_KDctrl_peak_96
chr1,36320841,36321739,899,36321178,45,7.08656,2.32517,4.3875,Gran_KDctrl_peak_97
chr1,36327734,36329379,1646,36327735,52,4.14048,1.72694,1.70424,Gran_KDctrl_peak_98
chr1,36330052,36330408,357,36330396,115,4.98072,1.5116,2.45761,Gran_KDctrl_peak_99
chr1,36353351,36353793,443,36353552,14,4.41511,2.86181,1.94892,Gran_KDctrl_peak_100
chr1,36364485,36365303,819,36364596,312,31.01537,2.08588,27.33623,Gran_KDctrl_peak_101
chr1,36425431,36425975,545,36425975,76,4.02082,1.55639,1.6057,Gran_KDctrl_peak_102
chr1,36493559,36493856,298,36493661,10,4.85813,3.53108,2.34697,Gran_KDctrl_peak_103
chr1,36502825,36503849,1025,36503428,35,13.61648,4.35254,10.54447,Gran_KDctrl_peak_104
chr1,36528053,36528655,603,36528434,259,22.99925,1.98061,19.56761,Gran_KDctrl_peak_105
chr1,36565123,36565877,755,36565320,39,11.00779,3.35949,8.06355,Gran_KDctrl_peak_106
chr1,36568616,36569425,810,36568717,169,12.15715,1.80253,9.15402,Gran_KDctrl_peak_107
chr1,36613785,36614619,835,36614072,27,6.43269,2.77536,3.78182,Gran_KDctrl_peak_108
chr1,36931687,36932277,591,36931961,48,11.98307,3.15273,8.98888,Gran_KDctrl_peak_109
chr1,36970851,36971725,875,36971506,20,5.14954,2.73968,2.60956,Gran_KDctrl_peak_110
chr1,36995884,36997448,1565,36996541,247,33.78094,2.41258,30.02583,Gran_KDctrl_peak_111
chr1,37004604,37004962,359,37004912,26,6.49628,2.84724,3.84058,Gran_KDctrl_peak_112
chr1,37019138,37019397,260,37019144,18,4.15598,2.47876,1.7169,Gran_KDctrl_peak_113
chr1,37356616,37357643,1028,37356670,118,8.31249,1.75902,5.52831,Gran_KDctrl_peak_114
chr1,37365496,37365908,413,37365663,41,10.12843,3.06026,7.23207,Gran_KDctrl_peak_115
chr1,37401266,37401640,375,37401327,37,9.2438,3.03697,6.39966,Gran_KDctrl_peak_116
chr1,37402676,37403279,604,37402788,15,7.40669,4.26498,4.68331,Gran_KDctrl_peak_117
chr1,37486871,37487497,627,37486962,196,11.19805,1.67893,8.24462,Gran_KDctrl_peak_118
chr1,37531055,37531915,861,37531601,51,31.92172,8.05792,28.21725,Gran_KDctrl_peak_119
chr1,37548735,37548977,243,37548741,129,4.67443,1.45309,2.18374,Gran_KDctrl_peak_120
chr1,37921709,37922141,433,37921934,486,37.71267,1.90617,33.85429,Gran_KDctrl_peak_121
chr1,37929083,37929511,429,37929087,23,4.1191,2.2441,1.6915,Gran_KDctrl_peak_122
chr1,37946632,37947370,739,37947325,75,4.66612,1.63638,2.17576,Gran_KDctrl_peak_123
chr1,37959794,37960273,480,37960198,19,6.6689,3.42035,3.99973,Gran_KDctrl_peak_124
chr1,38053873,38054959,1087,38054166,282,11.4832,1.54323,8.51491,Gran_KDctrl_peak_125
chr1,38186062,38187008,947,38186691,299,47.2127,2.62451,43.127,Gran_KDctrl_peak_126
chr1,38721779,38722199,421,38721950,17,9.87957,5.2575,6.99875,Gran_KDctrl_peak_127
chr1,39044482,39044865,384,39044605,126,10.97994,1.91152,8.03716,Gran_KDctrl_peak_128
chr1,39512385,39513095,711,39512735,17,9.87957,5.2575,6.99875,Gran_KDctrl_peak_129
chr1,39534966,39535614,649,39535577,93,8.34527,1.9,5.55852,Gran_KDctrl_peak_130
chr1,39539232,39539755,524,39539401,22,11.063,4.97795,8.11614,Gran_KDctrl_peak_131
chr1,39550108,39550649,542,39550359,17,4.19185,2.54986,1.74863,Gran_KDctrl_peak_132
chr1,39582587,39582861,275,39582859,50,3.83083,1.69524,1.43346,Gran_KDctrl_peak_133
chr1,39592555,39593030,476,39592598,114,6.73964,1.65542,4.06544,Gran_KDctrl_peak_134
chr1,39633383,39634365,983,39634307,430,15.17915,1.50495,12.03875,Gran_KDctrl_peak_135
chr1,39634972,39635340,369,39634972,55,3.96607,1.67471,1.55475,Gran_KDctrl_peak_136
chr1,39635616,39636236,621,39636101,88,16.35631,2.7378,13.16689,Gran_KDctrl_peak_137
chr1,39671438,39671900,463,39671492,50,8.31935,2.42911,5.53456,Gran_KDctrl_peak_138
chr1,39957541,39958419,879,39957647,84,7.21822,1.85435,4.50884,Gran_KDctrl_peak_139
chr1,39993251,39993601,351,39993525,65,13.68418,2.89307,10.60906,Gran_KDctrl_peak_140
chr1,40102154,40102824,671,40102822,27,4.96545,2.35165,2.4451,Gran_KDctrl_peak_141
chr1,40117188,40117455,268,40117369,13,6.73354,4.20229,4.05956,Gran_KDctrl_peak_142
chr1,40141378,40143075,1698,40141523,299,11.54564,1.52507,8.57421,Gran_KDctrl_peak_143
chr1,40143478,40149246,5769,40148244,137,19.08334,2.3811,15.78882,Gran_KDctrl_peak_144
chr1,40351396,40352214,819,40351845,48,6.41603,2.14789,3.76635,Gran_KDctrl_peak_145
chr1,40378787,40379103,317,40378863,30,10.25245,3.74802,7.3498,Gran_KDctrl_peak_146
chr1,40412687,40413133,447,40413042,72,10.44051,2.33257,7.52724,Gran_KDctrl_peak_147
chr1,40449514,40449846,333,40449685,15,4.31543,2.73628,1.85976,Gran_KDctrl_peak_148
chr1,40558531,40559068,538,40558666,36,12.35788,3.90177,9.34497,Gran_KDctrl_peak_149
chr1,40572119,40572476,358,40572218,31,7.91244,2.99213,5.15526,Gran_KDctrl_peak_150
chr1,40572968,40573480,513,40573370,21,7.97328,3.76238,5.21017,Gran_KDctrl_peak_151
chr1,40737947,40738360,414,40738143,22,11.41089,5.13903,8.44587,Gran_KDctrl_peak_152
chr1,40846911,40847814,904,40847536,64,8.84983,2.25129,6.02987,Gran_KDctrl_peak_153
chr1,43148707,43149601,895,43149369,101,3.90373,1.45559,1.49892,Gran_KDctrl_peak_154
chr1,43155323,43155788,466,43155520,124,8.80281,1.76851,5.98635,Gran_KDctrl_peak_155
chr1,43502718,43503001,284,43502819,31,5.99929,2.48547,3.38422,Gran_KDctrl_peak_156
chr1,43531219,43531527,309,43531220,17,3.69043,2.3483,1.31061,Gran_KDctrl_peak_157
chr1,43577632,43578075,444,43578075,61,6.25223,1.94346,3.61691,Gran_KDctrl_peak_158
chr1,43867999,43868884,886,43868051,76,7.65781,1.96564,4.91635,Gran_KDctrl_peak_159
chr1,43883817,43884951,1135,43884724,238,12.64063,1.6528,9.61334,Gran_KDctrl_peak_160
chr1,43969528,43969919,392,43969569,13,5.40194,3.46439,2.84164,Gran_KDctrl_peak_161
chr1,43990453,43990841,389,43990788,336,9.71491,1.43105,6.84349,Gran_KDctrl_peak_162
chr1,44098836,44099480,645,44098866,28,8.24247,3.26689,5.46226,Gran_KDctrl_peak_163
chr1,44158459,44158717,259,44158710,34,4.16023,1.96646,1.72064,Gran_KDctrl_peak_164
chr1,44158959,44159399,441,44159314,216,9.29592,1.55271,6.44869,Gran_KDctrl_peak_165
chr1,44175494,44176733,1240,44175788,101,5.75094,1.6241,3.1583,Gran_KDctrl_peak_166
chr1,45851955,45852423,469,45852257,292,14.84003,1.64114,11.71409,Gran_KDctrl_peak_167
chr1,45883305,45883885,581,45883474,20,6.7973,3.37983,4.11795,Gran_KDctrl_peak_168
chr1,45914244,45914958,715,45914293,34,8.27718,2.93956,5.49523,Gran_KDctrl_peak_169
chr1,45925518,45926026,509,45925817,44,3.75666,1.7413,1.36695,Gran_KDctrl_peak_170
chr1,45937938,45938523,586,45938327,34,6.23706,2.44239,3.60416,Gran_KDctrl_peak_171
chr1,45981343,45982993,1651,45982576,58,4.86975,1.78174,2.35673,Gran_KDctrl_peak_172
chr1,46909793,46911048,1256,46910550,467,16.18057,1.50078,12.99871,Gran_KDctrl_peak_173
chr1,46962744,46963044,301,46962807,32,6.74342,2.63737,4.06873,Gran_KDctrl_peak_174
chr1,51535031,51535415,385,51535321,555,22.35799,1.56149,18.94805,Gran_KDctrl_peak_175
chr1,51654147,51654452,306,51654198,20,6.60667,3.30285,3.94315,Gran_KDctrl_peak_176
chr1,51964820,51965077,258,51964836,17,4.77114,2.78928,2.2694,Gran_KDctrl_peak_177
chr1,51987348,51987802,455,51987635,51,14.3321,3.48148,11.22771,Gran_KDctrl_peak_178
chr1,52067947,52069695,1749,52069268,43,9.97556,2.94587,7.0896,Gran_KDctrl_peak_179
chr1,52078921,52079480,560,52079202,75,16.41819,3.01148,13.22657,Gran_KDctrl_peak_180
chr1,52176082,52176544,463,52176239,184,20.10106,2.14034,16.76935,Gran_KDctrl_peak_181
chr1,52198472,52199195,724,52198518,47,10.2945,2.865,7.3896,Gran_KDctrl_peak_182
chr1,52227194,52227442,249,52227196,13,3.85673,2.67102,1.4552,Gran_KDctrl_peak_183
chr1,52288874,52290271,1398,52290132,537,31.69648,1.73878,27.9983,Gran_KDctrl_peak_184
chr1,52556874,52557637,764,52557388,257,13.36223,1.64623,10.30149,Gran_KDctrl_peak_185
chr1,52635203,52635808,606,52635284,41,13.81342,3.92717,10.73178,Gran_KDctrl_peak_186
chr1,52687481,52687979,499,52687527,114,8.34193,1.77959,5.55543,Gran_KDctrl_peak_187
chr1,52759837,52760155,319,52760116,33,5.40599,2.27636,2.84492,Gran_KDctrl_peak_188
chr1,52783489,52784233,745,52783956,62,12.76571,2.83692,9.73274,Gran_KDctrl_peak_189
chr1,52856414,52857406,993,52857299,148,17.52616,2.20247,14.29108,Gran_KDctrl_peak_190
chr1,52858623,52859457,835,52858733,61,12.28953,2.79189,9.28005,Gran_KDctrl_peak_191
chr1,52873741,52874657,917,52874391,83,27.50849,4.23688,23.9344,Gran_KDctrl_peak_192
chr1,52915127,52915508,382,52915231,39,14.35399,4.21813,11.24888,Gran_KDctrl_peak_193
chr1,53008097,53008486,390,53008471,16,4.24339,2.63432,1.79505,Gran_KDctrl_peak_194
chr1,53008999,53009324,326,53009270,13,5.40194,3.46439,2.84164,Gran_KDctrl_peak_195
chr1,53840858,53842181,1324,53842048,406,38.50914,2.05635,34.63069,Gran_KDctrl_peak_196
chr1,53848311,53848586,276,53848404,26,7.11492,3.04158,4.41272,Gran_KDctrl_peak_197
chr1,53880599,53882029,1431,53881895,110,11.73198,2.06646,8.75028,Gran_KDctrl_peak_198
chr1,53907772,53908703,932,53908078,352,86.38808,3.53832,81.49973,Gran_KDctrl_peak_199
chr1,54614509,54614766,258,54614517,34,4.38105,2.01615,1.91945,Gran_KDctrl_peak_200
chr1,54642076,54643073,998,54642230,48,7.90425,2.40321,5.14828,Gran_KDctrl_peak_201
chr1,54855265,54855518,254,54855463,60,4.31867,1.68772,1.86246,Gran_KDctrl_peak_202
chr1,54939636,54940071,436,54939854,18,9.18381,4.71511,6.34375,Gran_KDctrl_peak_203
chr1,54953552,54954046,495,54953758,15,8.97639,5.13611,6.1498,Gran_KDctrl_peak_204
chr1,54969993,54971520,1528,54971439,44,5.6472,2.08321,3.06144,Gran_KDctrl_peak_205
chr1,54980073,54980975,903,54980442,34,10.28864,3.46919,7.38406,Gran_KDctrl_peak_206
chr1,54982501,54983276,776,54983259,133,8.8058,1.73248,5.98905,Gran_KDctrl_peak_207
chr1,55084057,55084469,413,55084322,278,10.5771,1.5164,7.65618,Gran_KDctrl_peak_208
chr1,55109478,55110139,662,55109611,404,15.67227,1.5378,12.51141,Gran_KDctrl_peak_209
chr1,55144143,55145395,1253,55144830,252,24.95135,2.07065,21.45601,Gran_KDctrl_peak_210
chr1,55187860,55188338,479,55187997,357,19.14174,1.67542,15.84508,Gran_KDctrl_peak_211
chr1,55267065,55267520,456,55267144,44,8.85746,2.68594,6.03709,Gran_KDctrl_peak_212
chr1,55293910,55294804,895,55293968,194,16.79933,1.9428,13.59227,Gran_KDctrl_peak_213
chr1,55420253,55420718,466,55420316,46,10.92963,3.02405,7.98947,Gran_KDctrl_peak_214
chr1,55582157,55582471,315,55582160,26,4.16173,2.15785,1.72159,Gran_KDctrl_peak_215
chr1,56769291,56769586,296,56769522,14,5.6252,3.46361,3.04108,Gran_KDctrl_peak_216
chr1,56770074,56770438,365,56770348,64,6.37211,1.92766,3.72683,Gran_KDctrl_peak_217
chr1,56846065,56846735,671,56846489,22,5.0482,2.59098,2.51658,Gran_KDctrl_peak_218
chr1,56851823,56852266,444,56852108,26,7.11492,3.04158,4.41272,Gran_KDctrl_peak_219
chr1,57029060,57030302,1243,57029995,91,12.19233,2.27809,9.18725,Gran_KDctrl_peak_220
chr1,57434464,57435144,681,57434465,144,4.03773,1.37809,1.62192,Gran_KDctrl_peak_221
chr1,57463220,57463812,593,57463505,82,12.06982,2.37608,9.07088,Gran_KDctrl_peak_222
chr1,57486034,57486906,873,57486708,13,7.2388,4.4941,4.52663,Gran_KDctrl_peak_223
chr1,58026221,58026832,612,58026829,110,4.60033,1.49362,2.11662,Gran_KDctrl_peak_224
chr1,58086580,58086840,261,58086581,30,3.93402,1.99459,1.52611,Gran_KDctrl_peak_225
chr1,58158321,58158767,447,58158587,14,5.177,3.23588,2.63424,Gran_KDctrl_peak_226
chr1,58449957,58450610,654,58450010,101,17.47206,2.64475,14.2392,Gran_KDctrl_peak_227
chr1,58480047,58480934,888,58480875,160,19.81319,2.25849,16.49254,Gran_KDctrl_peak_228
chr1,58502059,58502440,382,58502363,113,10.4507,1.94664,7.53711,Gran_KDctrl_peak_229
chr1,58643159,58643460,302,58643221,84,7.46339,1.87919,4.73704,Gran_KDctrl_peak_230
chr1,58674752,58675135,384,58675106,16,4.06273,2.55725,1.64272,Gran_KDctrl_peak_231
chr1,58709468,58710080,613,58709497,38,5.48992,2.1708,2.91936,Gran_KDctrl_peak_232
chr1,58726745,58727263,519,58727138,15,8.97639,5.13611,6.1498,Gran_KDctrl_peak_233
chr1,58734754,58735378,625,58735059,18,5.26667,2.92174,2.71653,Gran_KDctrl_peak_234
chr1,58768296,58770073,1778,58769183,122,26.36651,3.09209,22.82753,Gran_KDctrl_peak_235
chr1,58776573,58777782,1210,58777394,20,6.24498,3.15895,3.61087,Gran_KDctrl_peak_236
chr1,58784100,58784383,284,58784124,41,5.23634,2.05989,2.68811,Gran_KDctrl_peak_237
chr1,58799402,58800498,1097,58800307,42,7.94561,2.56656,5.1852,Gran_KDctrl_peak_238
chr1,58830332,58830946,615,58830376,23,6.12552,2.90169,3.5001,Gran_KDctrl_peak_239
chr1,58852234,58852487,254,58852287,59,8.40141,2.26855,5.60925,Gran_KDctrl_peak_240
chr1,58859157,58860612,1456,58859392,79,7.25147,1.89562,4.53821,Gran_KDctrl_peak_241
chr1,59010700,59011031,332,59010740,33,8.3569,3.00868,5.56899,Gran_KDctrl_peak_242
chr1,59030075,59030893,819,59030343,160,15.7686,2.03376,12.60342,Gran_KDctrl_peak_243
chr1,59176650,59177231,582,59176702,102,6.7384,1.70586,4.06422,Gran_KDctrl_peak_244
